"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001704","formation of primary germ layer","79/5723","132/18805",0.598484848484849,1.96653985248254,7.37054503998024,2.30220847813957e-12,2.41847000628562e-10,1.93668239520688e-10,"FN1/COL6A1/FOXC2/COL5A2/FOXC1/GJA1/LAMB1/COL11A1/COL8A1/COL5A1/FZD7/COL4A2/BMP4/MMP2/FGFR1/SFRP2/BMPR2/SMAD3/EYA1/ITGB1/SIX2/COL12A1/ITGAV/EYA2/COL7A1/GPI/HMGA2/TWSG1/ACVR1/INHBA/ITGA3/WLS/MMP14/BRD3/WNT5A/BMPR1A/MYH9/EXT2/EPB41L5/ITGA5/NOG/VTN/ITGB5/EPHA2/KLF4/SMAD2/SCX/POFUT2/PRKAR1A/GATA6/MESP1/DUSP5/LEF1/RTF1/EXOC4/SETD2/ITGA7/CTNNB1/ITGB4/AHDC1/DKK1/ATOH8/AXIN1/WNT3/MAP2K1/SMAD1/SRF/WNT11/ETV2/HSBP1/LHX1/PAX2/HOXA11/HNF1B/MMP15/FOXF1/ITGB3/MMP9/ITGA8",79
"GO:0001838","embryonic epithelial tube formation","74/5723","121/18805",0.611570247933884,2.0095366962077,7.3685118729963,2.50377312821528e-12,2.5870954142854e-10,2.07171564275967e-10,"TWIST1/SIX1/BMP4/PRICKLE1/SFRP1/SFRP2/WNT6/BMP5/PTK7/LMO4/TGFB2/CTHRC1/TCTN1/FZD3/RGMA/IFT57/WNT5A/FZD6/CLUAP1/ABL1/DEAF1/IRX3/ARHGAP35/SOX9/IFT52/SIX4/TMED2/CELSR1/TULP3/TEAD2/ADM/NOG/MIB1/RALA/IRX2/VANGL2/RPS7/SDC4/OSR1/DVL2/PLXNB2/SALL4/CC2D2A/BBS4/GDNF/HS2ST1/FOLR1/MED12/RARA/GREM1/SETD2/CTNNB1/TSC1/PTCH1/LUZP1/TSC2/SPINT2/CITED2/STK3/GDF7/KDM2B/MTHFD1L/IFT172/SCRIB/RARG/CDK20/MKS1/PAX2/DLC1/IFT122/PAX8/WDR83/LHX2/HNF1B",74
"GO:0016049","cell growth","222/5723","492/18805",0.451219512195122,1.48264597708007,7.17515712888993,2.67136163794357e-12,2.71574071031585e-10,2.17473328589803e-10,"FN1/IGFBP5/MAP1B/LAMB2/GJA1/FHL1/YAP1/NET1/MSX1/FRZB/EGFR/EDNRA/IGFBP4/FOXP1/MEG3/VCL/TEAD1/SLIT2/LTBP4/PRICKLE1/CRABP2/DCBLD2/NRN1/SFRP1/OSGIN2/EXT1/SFRP2/IGFBP7/SLIT3/IGFBP3/APP/NDN/BMPR2/FAM107A/VGLL4/SMAD3/CDH1/CTTN/TGFB2/PRKG1/ITGB1/PDLIM5/RACK1/FLRT3/ERBB2/INHBA/RYK/EFNA5/PLXNA4/SH3BP4/TNC/RGMA/NTN1/TMEM108/EPHA7/MMP14/SERPINE2/ALCAM/WNT5A/DCLK1/SEMA5A/PLXNA3/ABL1/SOX9/POSTN/COL14A1/VEGFA/L1CAM/DVL1/CAPRIN2/EI24/URI1/EIF2AK4/EPB41L5/CPNE1/CDKN2C/SOCS2/ING1/CDKL5/PLXNA1/ADNP/NRP1/DERL2/AGT/PPP3CB/IP6K2/MEGF8/SMARCA4/SPART/SERTAD3/ZNF639/BCAR1/CAMK2D/MAP3K13/HYAL2/ENPP1/SORBS2/AUTS2/MAP2/TSPYL2/ING4/EBAG9/CREB3/NRP2/EPHX2/SMAD7/STK11/SEMA3F/CSNK2A1/SPAG9/GSK3B/DCUN1D3/DNPH1/EIF4G2/ENO1/HDGFL2/AKT1/GSK3A/NPR2/PUM2/CRK/SMURF1/CLSTN1/SYT1/EIF4G1/SIN3A/WASF1/ULK1/PML/MAPKAP1/ISLR2/GREM1/SMAD4/USP47/MTPN/SPG21/SEMA3A/SEMA6C/RGS4/CTNNB1/DDX49/MAP2K4/RERG/GOLGA4/GNG4/ST20/TOMM70/BAP1/MLST8/CLSTN3/IMPACT/MEX3C/MUC12/AVPR1A/TMEM97/ACVRL1/EXOSC4/KRT17/DACT3/RBBP7/NME6/TRIM32/FXN/HDAC6/BCL11A/CCDC85B/DCC/CD2AP/NKX6-1/BDNF/YY1/NCBP1/SEMA5B/CGRRF1/WNT3/KDM2B/PLAA/SRF/SERTAD2/RARG/EXTL3/SPHK1/SCGB3A1/TP53/EDN1/APOE/PAK4/FOXL2/EDN3/ANAPC2/IQGAP1/PRDM11/KLHL22/CDKL3/PTPRS/OLFM1/SLC9A6/HYAL1/CDKN2A/RPTOR/TAOK2/NAIF1/TRIM46/ARHGEF11/PI16/MAP2K5/MYOCD/TNN/JADE3/WT1/SLC9A1/CDH4/PARP2/WFDC1/LHX2/GATA4/UNC13A/AGTR1/KAZALD1/NRG1/RTN4R/NRG3",222
"GO:0007160","cell-matrix adhesion","124/5723","240/18805",0.516666666666667,1.69769642961151,7.19489675697191,4.30818749658921e-12,4.31023901444472e-10,3.45158881305685e-10,"FN1/COL3A1/CDH11/EFEMP2/ITGBL1/NPNT/EMILIN1/JAG1/VCL/ANXA2/NID1/RRAS/THY1/PHLDB2/ROCK2/JAM3/CD63/ECM2/SFRP1/S100A10/NID2/FBLN5/ACTN1/FERMT2/FAM107A/TRIP6/SMAD3/ITGA10/CTTN/ACTG1/ITGB1/ITGA11/RHOD/ITGAV/CASK/ITGA1/COL16A1/TNXB/SERPINE1/DAG1/EFNA5/ITGA3/COL5A3/CCL28/EMP2/EPDR1/MMP14/ABL1/NF1/SNED1/PKD1/POSTN/PEAK1/EPHA3/VEGFA/L1CAM/TRPM7/THBS3/ADAMTS12/ILK/PPFIA1/BST1/SVEP1/CDK6/EPB41L5/ITGA5/VTN/SGCE/ARHGEF7/PTPRA/NRP1/PTK2/ITGB5/POLDIP2/SDC4/ADAMTS9/SLK/STON1/PIP5K1A/AJUBA/BCAM/JUP/DAPK3/GSK3B/TIMM10B/TMEM8B/MAP4K4/SORBS1/ITGB1BP1/COL13A1/GREM1/ITGA7/CTNNB1/TSC1/CSF1/UTRN/ITGB4/TLN1/SRC/ACVRL1/TEK/PTPRK/FREM1/PTEN/SRF/CLASP1/ADAMTS13/CX3CL1/NEXMIF/DMTN/CDKN2A/ONECUT1/SEMA3E/MUC4/TAOK2/DLC1/APOD/CD36/TNN/SLC9A1/CDH13/CAMSAP3/ITGB3/ITGA8",124
"GO:0048704","embryonic skeletal system morphogenesis","62/5723","96/18805",0.645833333333333,2.12212053701439,7.29037321608032,4.94993958935783e-12,4.87491706745663e-10,3.90377637022546e-10,"TWIST1/FOXC2/COL11A1/ZEB1/SIX1/PRRX1/BMP4/TBX15/SMAD3/EYA1/PCGF2/SIX2/MDFI/SOX11/MMP16/GLI3/COL2A1/MMP14/TGFB3/HOXB9/ALX4/SIX4/RUNX2/TULP3/NOG/HOXA4/MEGF8/OSR1/RDH10/SMAD2/IRX5/PDGFRA/SLC39A1/MED12/HOXA3/HOXB7/HOXB3/SETD2/CTNNB1/WDR19/HOXD11/IFT140/HOXC4/SLC39A3/HOXB2/OSR2/ALX3/HOXC9/MTHFD1L/SHOX2/TFAP2A/HOXD10/TBX1/FLVCR1/HYAL1/LHX1/HOXA11/HOXB4/HOXC11/HOXB8/HOXA1/HOXA2",62
"GO:0014706","striated muscle tissue development","195/5723","423/18805",0.460992907801418,1.5147600264207,7.08236881792559,5.55509804708689e-12,5.38673584473671e-10,4.31363483980269e-10,"TWIST1/COL6A1/DSP/FOXC2/FOXC1/NR2F2/PDGFRB/GJA1/YAP1/COL11A1/MSX1/SIX1/EDNRA/FZD7/LOX/FLNB/KLF5/FOXP1/SVIL/YBX3/BMP4/PRICKLE1/OBSL1/FGFR1/MEOX2/GPC1/ABCC9/BMP5/MYL6B/CAV1/ELN/TNNT2/CAV2/VGLL4/SMAD3/TGFB2/CDON/DSG2/PRKG1/EYA1/PLEC/ITGB1/TNNC1/DMD/PDLIM5/HEG1/EYA2/SOX11/ACVR1/EFNB2/HLF/LMNA/SGCB/TPM1/GJB6/NUPR1/PPP1R13L/SEMA3C/GJC1/KCNJ8/NOTCH2/TBX2/SAV1/SMAD5/BMPR1A/FHL2/IFT20/NEBL/MSX2/FBXO22/FGF2/ABL1/IRX3/NF1/COL14A1/VEGFA/SIX4/CALR/TBX3/BCL9L/ATF3/ADPRHL1/FRS2/NACA/FGF9/HMG20B/EGLN1/TBX18/NOG/ERO1A/SMO/HEYL/HDAC9/TENM4/RARB/PPP3CB/ADAMTS9/CBY1/PKP2/SORBS2/COPS2/CYP26B1/SGCD/SMAD7/EMD/SCX/KRAS/FHOD3/PRKAR1A/GATA6/WNT2/EGR1/MESP1/SYNE1/PITX1/PDGFRA/ZFPM1/GSK3A/TGFBR3/LEF1/MYOZ1/RARA/GREM1/HDAC3/ASNSD1/BMP2/SMAD4/MED1/ENG/MTPN/NAGLU/RGS4/CTNNB1/MSC/PRKAA1/TSC1/MAP2K4/TOMM70/HEY1/DKK1/PIM1/RBM24/MAFF/GJA5/CITED2/MEF2D/GLI1/ACADM/YY1/NPRL3/CCNT2/MYOD1/MYL7/CACNA1G/DMRTA2/SMAD1/SRF/SOX6/BCL9/RBP4/SHOX2/PTCD2/MYL6/MYH11/EDN1/ZFPM2/HOXD10/FOXL2/TBX1/HSD17B1/CNTNAP1/ANKRD1/NKX2-5/VGLL2/PLN/MYOM1/TCAP/NOX4/DLL1/PI16/MAPK11/MYOCD/LARGE1/WT1/SLC9A1/PARP2/POPDC3/GATA4/FKRP/KCNK2/SRPK3/MYL3/NEB/NRG1/BARX2",195
"GO:0009952","anterior/posterior pattern specification","115/5723","219/18805",0.525114155251142,1.72545372872579,7.14231055904881,6.5531721742673e-12,6.25827942642528e-10,5.01155671062388e-10,"FOXC2/FOXC1/NR2F2/MSX1/BMP4/PBX1/PRICKLE1/SFRP1/MEOX2/HES1/SFRP2/HES4/BMPR2/SMAD3/CDON/PCGF2/SIX2/PBX3/BARX1/SEMA3C/GLI3/PLXNA2/WLS/WNT5A/BMPR1A/MSX2/HOXB9/ALX4/TBX3/PRKDC/TMED2/GDF11/FRS2/LRP5/TULP3/EPB41L5/TBX18/NOG/SMO/MIB1/HOXA4/HEYL/EN1/ACVR2B/ATP6AP2/PGAP1/POFUT1/MLLT3/BHLHE40/OSR1/DLL3/PCSK5/GRSF1/SMAD2/WNT2/KMT2A/MESP1/TSHZ1/LEF1/MED12/BPTF/GPC3/EMX2/BMP2/SMAD4/PPP2R3A/HOXA3/HOXA10/HOXB7/HOXB3/CTNNB1/CTNNBIP1/ACVR2A/HEY1/DKK1/AXIN2/HOXC4/HOXB2/TDRD1/SSBP3/YY1/HOXC9/PAX6/ZBTB16/WNT3/KDM2B/SRF/RARG/HOXC6/TP53/LEFTY1/HOXD10/HOXC5/TBX1/CDX1/HOXC8/NLE1/MEOX1/TCF15/TCAP/LHX1/HOXA11/HOXD8/PLD6/HOXC13/DLL1/WT1/HOXB4/GATA4/HNF1B/HOXC11/OTX1/HOXB8/FOXF1/HOXA2",115
"GO:0072175","epithelial tube formation","79/5723","134/18805",0.58955223880597,1.93718851140071,7.20104438270675,6.8269338627898e-12,6.42241255778569e-10,5.14299259577017e-10,"TWIST1/SIX1/BMP4/PRICKLE1/SFRP1/SFRP2/WNT6/BMP5/PTK7/LMO4/TGFB2/CTHRC1/TCTN1/FZD3/RGMA/IFT57/WNT5A/FZD6/FGF2/CLUAP1/ABL1/DEAF1/CEP290/IRX3/ARHGAP35/SOX9/IFT52/VEGFA/SIX4/TMED2/CELSR1/TULP3/TEAD2/ADM/NOG/MIB1/RALA/IRX2/VANGL2/RPS7/SDC4/OSR1/DVL2/PLXNB2/SALL4/CC2D2A/BBS4/GDNF/HS2ST1/FOLR1/MED12/RARA/GREM1/SETD2/CTNNB1/TSC1/PTCH1/LUZP1/TSC2/SPINT2/CITED2/STK3/PODXL/GDF7/KDM2B/MTHFD1L/IFT172/SCRIB/RARG/CDK20/MKS1/TCAP/PAX2/DLC1/IFT122/PAX8/WDR83/LHX2/HNF1B",79
"GO:0097485","neuron projection guidance","123/5723","239/18805",0.514644351464435,1.69105137677594,7.11131695472999,7.41892880953754e-12,6.87669239507575e-10,5.50677455754373e-10,"FOXD1/ENAH/LAMB2/EDNRA/NOTCH3/BOC/SLIT2/EXT1/CNTN4/SLIT3/FLRT2/APP/BMPR2/TRIO/PTK7/PALLD/LMO4/RPL24/NEXN/CHN1/B4GAT1/FLRT3/ERBB2/BMPR1B/NFIB/EFNB2/FZD3/RYK/UNC5C/DAG1/EFNA5/PLXNA4/KIAA1755/SEMA3C/GLI3/GAP43/NTN1/RAC3/NOTCH2/EPHA7/KALRN/ALCAM/NTN4/WNT5A/BSG/SEMA5A/PLXNA3/NEO1/ARHGEF25/ARHGAP35/APBB2/DLX5/EPHA3/VEGFA/L1CAM/DVL1/ECE1/EFNB1/PLEKHG4B/NOG/SMO/NPTN/VANGL2/ETV1/PLXNA1/NRP1/SEMA4A/PTK2/TTC8/EFNA4/EFNB3/MEGF8/SEMA3B/SIAH1/FOXG1/LAMA2/EPHA4/GLI2/PTPRM/NRP2/SEMA3F/MATN2/GDNF/YTHDF1/ARHGEF40/SMAD4/SEMA3A/SEMA6C/PTCH1/SOS1/ROBO1/EFNA3/HDAC6/EFNA1/DCC/GDF7/CNTN1/BDNF/PAX6/SEMA5B/WNT3/WNT7B/SEMA3D/KIF5B/KIFC2/CDK5R1/ROBO2/SEMA4B/EDN1/EDN3/PLEKHG4/OPHN1/NRXN3/LHX1/SEMA3E/EPHA5/RELN/CDK5R2/ANOS1/CDH4/LHX2/SEMA4G/HOXA2",123
"GO:0035148","tube formation","85/5723","148/18805",0.574324324324324,1.88715165453764,7.16651048473963,7.84449971091019e-12,7.16577995331405e-10,5.7382724811311e-10,"TWIST1/SIX1/BMP4/PRICKLE1/SFRP1/SFRP2/WNT6/BMP5/PTK7/LMO4/TGFB2/CTHRC1/TCTN1/NFIB/FZD3/RGMA/IFT57/WNT5A/FZD6/FGF2/CLUAP1/ABL1/DEAF1/CEP290/IRX3/ARHGAP35/SOX9/IFT52/VEGFA/SIX4/TMED2/CELSR1/TGM2/TULP3/TEAD2/ADM/NOG/DAB2IP/MIB1/RALA/IRX2/VANGL2/RPS7/SDC4/OSR1/DVL2/PLXNB2/SALL4/CC2D2A/BBS4/GDNF/HS2ST1/FOLR1/MED12/ITGB1BP1/RARA/GREM1/SETD2/CTNNB1/TSC1/PTCH1/LUZP1/TSC2/SPINT2/ATOH8/CITED2/STK3/PODXL/GDF7/KDM2B/MTHFD1L/IFT172/SCRIB/RARG/CDK20/MKS1/TCAP/PAX2/DLC1/IFT122/PAX8/WDR83/LHX2/HNF1B/HOXA1",85
"GO:0072088","nephron epithelium morphogenesis","54/5723","80/18805",0.675,2.217958238686,7.22048549029369,8.72380119611071e-12,7.85515984844083e-10,6.2903198098272e-10,"FOXD1/SIX1/NPNT/BMP4/MYC/PBX1/MAGED1/HES1/WNT6/EYA1/SIX2/DCHS1/ADAMTS16/GLI3/LAMA5/FGF2/IRX3/PKD2/SOX9/PKD1/HS3ST3A1/VEGFA/HS3ST3B1/SIX4/ILK/NOG/SMO/IRX2/AGT/LGR4/OSR1/KIF26B/GDNF/HS2ST1/WNK4/GREM1/GPC3/BMP2/SMAD4/HOXB7/CTNNB1/CTNNBIP1/PTCH1/HOXD11/LIF/TMEM59L/WNT11/LHX1/PAX2/HOXA11/PAX8/WT1/HNF1B/KLHL3",54
"GO:0060828","regulation of canonical Wnt signaling pathway","138/5723","277/18805",0.498194945848375,1.63700086609797,7.06424183214186,8.85475143183625e-12,7.8607744049104e-10,6.29481588074941e-10,"IGFBP2/COL1A1/SNAI2/DKK3/WWTR1/YAP1/IGFBP6/BICC1/FRZB/EGFR/FZD7/IGFBP4/MDK/SULF2/ADGRA2/SOX4/PRICKLE1/TPBG/SFRP1/SFRP2/APP/CAV1/PTK7/DACT1/SMAD3/RBMS3/PLEKHA4/DKK2/TMEM64/CDH2/TLE1/PTPRU/SFRP4/TLE2/CTHRC1/RECK/LATS2/TMEM9/GLI3/RSPO3/FZD1/WLS/CDK14/WNT5A/FZD6/IFT20/SEMA5A/TCF7L2/FGF2/SOX9/DLX5/ZNF703/CAPRIN2/ILK/FGF9/TBX18/NOG/DAB2IP/CTDNEP1/FOXO1/CSNK1G3/BAMBI/ADNP/ATP6AP2/ZNRF3/LGR4/FOXO3/MLLT3/USP34/CBY1/AMFR/GID8/UBR5/EMD/JUP/STK11/DAPK3/XIAP/EGR1/TBL1X/GSK3B/MESP1/NPHP3/GSK3A/FOLR1/VCP/CSNK1E/GREM1/GPC3/BMP2/SMAD4/MCC/CDH3/USP47/PPP2R3A/CSNK1G1/RNF146/CTNNB1/CTNNBIP1/LMBR1L/SMURF2/DKK1/SCYL2/AXIN2/SRC/TMEM198/DACT3/TBL1XR1/GLI1/STK3/AXIN1/SHISA6/JRK/G3BP1/KREMEN1/NKD2/ANKRD6/TRPM4/RNF14/WNT11/APOE/INVS/RPS12/MKS1/NKX2-5/NLE1/SFRP5/TTC21B/BTRC/SCEL/LINC00941/HECW1/CCNYL1/TNN/LYPD6/SPIN4/NOTUM/SOX13",138
"GO:0072078","nephron tubule morphogenesis","53/5723","78/18805",0.67948717948718,2.23270250048164,7.21558247088715,9.13216136507225e-12,7.99444626167366e-10,6.40185873472535e-10,"FOXD1/SIX1/NPNT/BMP4/MYC/PBX1/MAGED1/HES1/WNT6/EYA1/SIX2/DCHS1/ADAMTS16/GLI3/LAMA5/FGF2/IRX3/PKD2/SOX9/PKD1/HS3ST3A1/VEGFA/HS3ST3B1/SIX4/ILK/NOG/SMO/IRX2/AGT/LGR4/OSR1/KIF26B/GDNF/HS2ST1/WNK4/GREM1/GPC3/BMP2/SMAD4/HOXB7/CTNNB1/CTNNBIP1/PTCH1/HOXD11/TMEM59L/WNT11/LHX1/PAX2/HOXA11/PAX8/WT1/HNF1B/KLHL3",53
"GO:0007411","axon guidance","122/5723","238/18805",0.512605042016807,1.68435048316024,7.02742322876038,1.27256207971399e-11,1.09876147786812e-09,8.79875295202392e-10,"FOXD1/ENAH/LAMB2/EDNRA/NOTCH3/BOC/SLIT2/EXT1/CNTN4/SLIT3/FLRT2/APP/BMPR2/TRIO/PTK7/PALLD/LMO4/RPL24/NEXN/CHN1/B4GAT1/FLRT3/ERBB2/BMPR1B/NFIB/EFNB2/FZD3/RYK/UNC5C/DAG1/EFNA5/PLXNA4/KIAA1755/SEMA3C/GLI3/GAP43/NTN1/RAC3/NOTCH2/EPHA7/KALRN/ALCAM/NTN4/WNT5A/BSG/SEMA5A/PLXNA3/NEO1/ARHGEF25/ARHGAP35/APBB2/DLX5/EPHA3/VEGFA/L1CAM/DVL1/ECE1/EFNB1/PLEKHG4B/NOG/SMO/NPTN/VANGL2/ETV1/NRP1/SEMA4A/PTK2/TTC8/EFNA4/EFNB3/MEGF8/SEMA3B/SIAH1/FOXG1/LAMA2/EPHA4/GLI2/PTPRM/NRP2/SEMA3F/MATN2/GDNF/YTHDF1/ARHGEF40/SMAD4/SEMA3A/SEMA6C/PTCH1/SOS1/ROBO1/EFNA3/HDAC6/EFNA1/DCC/GDF7/CNTN1/BDNF/PAX6/SEMA5B/WNT3/WNT7B/SEMA3D/KIF5B/KIFC2/CDK5R1/ROBO2/SEMA4B/EDN1/EDN3/PLEKHG4/OPHN1/NRXN3/LHX1/SEMA3E/EPHA5/RELN/CDK5R2/ANOS1/CDH4/LHX2/SEMA4G/HOXA2",122
"GO:0061333","renal tubule morphogenesis","55/5723","83/18805",0.662650602409639,2.17737979701437,7.11016086994898,1.7277239457992e-11,1.47160054464491e-09,1.17844044382748e-09,"FOXD1/SIX1/NPNT/COL4A1/BMP4/MYC/PBX1/MAGED1/HES1/WNT6/EYA1/SIX2/DCHS1/ADAMTS16/GLI3/LAMA5/FGF2/IRX3/PKD2/SOX9/PKD1/HS3ST3A1/VEGFA/HS3ST3B1/SIX4/ILK/NOG/SMO/IRX2/C1orf54/AGT/LGR4/OSR1/KIF26B/GDNF/HS2ST1/WNK4/GREM1/GPC3/BMP2/SMAD4/HOXB7/CTNNB1/CTNNBIP1/PTCH1/HOXD11/TMEM59L/WNT11/LHX1/PAX2/HOXA11/PAX8/WT1/HNF1B/KLHL3",55
"GO:0061035","regulation of cartilage development","50/5723","73/18805",0.684931506849315,2.25059182007712,7.08084130311287,2.23761088202559e-11,1.8804881852543e-09,1.50587286727196e-09,"SNAI2/EFEMP1/FRZB/CTSK/MDK/BMP4/LTBP3/RFLNA/LOXL2/BMPR2/BMP1/SMAD3/MBOAT2/GLG1/SIX2/BMPR1B/PKDCC/GLI3/ADAMTS7/WNT5A/LNPK/SOX9/ADAMTS12/RUNX2/NOG/RARB/PTHLH/SMAD7/SCX/SOX5/RARA/RFLNB/GREM1/BMP2/CTNNB1/BMP6/ZNF219/FGF18/AXIN2/ACVRL1/GDF6/ZBTB16/SMAD1/SOX6/RARG/SHOX2/WNT11/GDF5/WNT9A/HOXA11",50
"GO:0072171","mesonephric tubule morphogenesis","48/5723","69/18805",0.695652173913043,2.28581847465224,7.07726878348157,2.35371006954217e-11,1.9520308642532e-09,1.56316340491063e-09,"FOXD1/SIX1/NPNT/BMP4/MYC/PBX1/MAGED1/HES1/WNT6/EYA1/SIX2/DCHS1/ADAMTS16/GLI3/LAMA5/FGF2/PKD2/SOX9/HS3ST3A1/VEGFA/HS3ST3B1/SIX4/ILK/NOG/SMO/AGT/LGR4/OSR1/KIF26B/GDNF/HS2ST1/GREM1/GPC3/BMP2/SMAD4/HOXB7/CTNNB1/CTNNBIP1/PTCH1/HOXD11/TMEM59L/WNT11/LHX1/PAX2/HOXA11/PAX8/WT1/HNF1B",48
"GO:0060993","kidney morphogenesis","62/5723","99/18805",0.626262626262626,2.05781385407456,6.97969274325384,3.48100745567833e-11,2.8494532458624e-09,2.28180871496618e-09,"FOXD1/WWTR1/SIX1/NPNT/BMP4/SOX4/MYC/PBX1/MAGED1/HES1/WNT6/EYA1/SIX2/DCHS1/ADAMTS16/GLI3/LAMA5/FRAS1/FGF2/IRX3/PKD2/SOX9/PKD1/HS3ST3A1/VEGFA/HS3ST3B1/SIX4/ILK/NOG/SMO/IRX2/AGT/LGR4/OSR1/KIF26B/GDNF/GCNT1/NPHP3/HS2ST1/WNK4/GREM1/GPC3/BMP2/SMAD4/HOXB7/CTNNB1/CTNNBIP1/PTCH1/HOXD11/LIF/TMEM59L/WNT7B/CALB1/WNT11/GCNT4/LHX1/PAX2/HOXA11/PAX8/WT1/HNF1B/KLHL3",62
"GO:0048863","stem cell differentiation","128/5723","256/18805",0.5,1.6429320286563,6.85053856012722,3.64505851614309e-11,2.93798939929562e-09,2.35270742747773e-09,"FN1/TWIST1/FOXC2/SNAI2/FOXC1/YAP1/MSX1/FRZB/SIX1/EDNRA/JAG1/BMP4/LTBP3/SMAD9/PRICKLE1/SFRP1/FGFR1/EXT1/HES1/SFRP2/BMPR2/CHD3/TGFB2/CDH2/PTN/ITGB1/LRP6/HMGA2/ACVR1/SEMA3C/MSI2/FZD1/LAMA5/TBX2/SMAD5/BMPR1A/SEMA5A/MSX2/FGF2/ABL1/SOX9/TBX3/PRKDC/MTA3/RUNX2/CDK6/EFNB1/TEAD2/NOG/SMO/KDM3A/KITLG/NRP1/SEMA4A/RPS7/MLLT3/OSR1/MTA1/SEMA3B/RDH10/PWP1/PDCD6/NELFB/NRP2/REST/SEMA3F/SOX5/EPOP/GATA6/GSK3B/GDNF/PDGFRA/HDAC2/METTL5/FOLR1/LBH/GREM1/NOLC1/PUM1/SMAD4/MED1/SEMA3A/PUS7/SEMA6C/SETD2/CTNNB1/LMBR1L/TP63/SHC4/LIF/RBM24/OCIAD1/RBBP7/ERCC2/CITED2/STAT3/PAX6/NSUN2/SEMA5B/FBXL17/WNT3/DMRTA2/SMAD1/SRF/SOX6/SEMA3D/SEMA4B/TRIM6/TP53/EDN1/SETD1A/SETD6/EDN3/TBX1/NKX2-5/MEOX1/TCF15/SEMA3E/PAX2/BBS12/RADIL/MYOCD/SLC9A1/HOXB4/HNF1B/SEMA4G/NRG1/PITX2",128
"GO:0048738","cardiac muscle tissue development","126/5723","251/18805",0.50199203187251,1.6494775745872,6.85144485530158,3.68239191725137e-11,2.93798939929562e-09,2.35270742747773e-09,"DSP/FOXC2/FOXC1/PDGFRB/GJA1/YAP1/COL11A1/MSX1/EDNRA/FZD7/FOXP1/BMP4/PRICKLE1/OBSL1/FGFR1/BMP5/TNNT2/VGLL4/TGFB2/DSG2/PRKG1/PLEC/ITGB1/TNNC1/PDLIM5/HEG1/ACVR1/EFNB2/LMNA/SGCB/TPM1/GJB6/PPP1R13L/GJC1/KCNJ8/NOTCH2/TBX2/SAV1/SMAD5/BMPR1A/FHL2/IFT20/NEBL/MSX2/FGF2/ABL1/IRX3/COL14A1/VEGFA/CALR/TBX3/ADPRHL1/FRS2/FGF9/EGLN1/TBX18/NOG/TENM4/RARB/ADAMTS9/CBY1/PKP2/SORBS2/SGCD/SMAD7/FHOD3/PRKAR1A/GATA6/WNT2/MESP1/SYNE1/PDGFRA/ZFPM1/GSK3A/TGFBR3/RARA/GREM1/HDAC3/BMP2/SMAD4/MED1/ENG/NAGLU/RGS4/MSC/TSC1/MAP2K4/TOMM70/HEY1/DKK1/PIM1/GJA5/CITED2/GLI1/ACADM/YY1/NPRL3/MYL7/CACNA1G/SMAD1/SRF/SOX6/RBP4/SHOX2/PTCD2/MYH11/EDN1/ZFPM2/ANKRD1/NKX2-5/PLN/TCAP/NOX4/DLL1/PI16/MAPK11/MYOCD/LARGE1/WT1/SLC9A1/PARP2/GATA4/KCNK2/MYL3/NEB/NRG1",126
"GO:0003151","outflow tract morphogenesis","54/5723","82/18805",0.658536585365854,2.16386169627903,6.98587008314282,3.79976663275885e-11,2.95678136867642e-09,2.36775581599463e-09,"TWIST1/FOXC2/FOXC1/SIX1/EDNRA/PARVA/JAG1/BMP4/PRICKLE1/HES1/SFRP2/BMPR2/ELN/TGFB2/EYA1/FZD2/SOX11/SEMA3C/FZD1/TBX2/DHRS3/BMPR1A/MSX2/VEGFA/TBX3/DVL1/ILK/NOG/HEYL/NRP1/RARB/DVL2/SMAD6/NRP2/ATF2/GATA6/NPY1R/ZFPM1/TGFBR3/FOLR1/RARA/SMAD4/ENG/CTNNB1/ROBO1/GJA5/CITED2/ROBO2/WNT11/EDN1/ZFPM2/TBX1/NKX2-5/PITX2",54
"GO:0072028","nephron morphogenesis","54/5723","82/18805",0.658536585365854,2.16386169627903,6.98587008314282,3.79976663275885e-11,2.95678136867642e-09,2.36775581599463e-09,"FOXD1/SIX1/NPNT/BMP4/MYC/PBX1/MAGED1/HES1/WNT6/EYA1/SIX2/DCHS1/ADAMTS16/GLI3/LAMA5/FGF2/IRX3/PKD2/SOX9/PKD1/HS3ST3A1/VEGFA/HS3ST3B1/SIX4/ILK/NOG/SMO/IRX2/AGT/LGR4/OSR1/KIF26B/GDNF/HS2ST1/WNK4/GREM1/GPC3/BMP2/SMAD4/HOXB7/CTNNB1/CTNNBIP1/PTCH1/HOXD11/LIF/TMEM59L/WNT11/LHX1/PAX2/HOXA11/PAX8/WT1/HNF1B/KLHL3",54
